,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
66984,True,True,False,True,1534.0,82.92,True,4.0,False,normal,Friedrichshain
67012,False,True,True,False,1460.0,133.0,False,3.0,False,normal,Steglitz
67047,False,False,True,False,1200.0,110.0,False,3.5,False,normal,Zehlendorf
67074,False,True,True,True,1193.0,67.0,True,1.5,False,normal,Schöneberg
67098,False,True,True,True,1000.0,65.0,True,2.0,True,normal,Wedding
67118,False,True,True,True,1850.0,143.17,False,4.0,False,normal,Schöneberg
67129,False,False,False,False,910.14,65.01,False,2.0,False,normal,Pankow
67212,False,False,False,True,419.18,49.99,True,1.5,False,normal,Steglitz
67237,False,True,True,False,1200.0,91.63,False,2.0,False,normal,Wilmersdorf
67240,False,True,False,True,496.27,68.82,False,2.0,False,normal,Spandau
67243,False,False,False,False,372.2,46.35,False,2.0,False,normal,Köpenick
67315,False,False,False,False,475.0,32.96,False,1.0,False,normal,Tempelhof
67383,True,False,True,True,730.0,45.0,True,2.0,False,normal,Wedding
67427,False,True,True,True,1761.17,90.06,True,3.5,False,normal,Tiergarten
67441,False,False,False,False,467.39,66.77,False,3.0,False,normal,Steglitz
67450,False,False,False,False,490.69,75.03,True,4.0,False,normal,Marzahn
67482,False,True,False,True,849.0,75.84,False,3.0,False,normal,Buchholz_Pankow
67493,False,True,False,True,473.41,64.25,True,2.0,False,normal,Spandau
67576,False,True,True,True,800.0,75.98,False,2.0,False,normal,Köpenick
67579,False,False,False,True,1339.0,95.9,False,3.0,False,normal,Mitte
67581,False,False,True,False,485.0,24.58,True,1.0,False,normal,Mitte
67635,True,False,True,False,650.0,22.3,False,1.0,False,normal,Weißensee
67638,False,True,False,True,587.02,86.2,False,2.5,False,normal,Tempelhof
67700,False,True,False,True,449.0,35.69,True,1.0,False,normal,Hellersdorf
67703,False,False,False,False,838.57,88.27,False,2.0,False,normal,Pankow
67796,False,True,False,True,1020.0,122.6,False,3.0,False,normal,Spandau
67801,False,False,False,False,376.77,57.26,False,2.0,False,normal,Tempelhof
67943,False,True,True,True,1392.0,92.0,True,3.0,False,normal,Neukölln
67973,False,True,True,False,750.0,57.47,False,2.0,False,normal,Lichtenberg
68005,False,True,True,True,1692.9,81.0,True,2.5,False,normal,Charlottenburg
68023,True,True,True,False,1293.0,63.0,True,2.0,False,normal,Tempelhof
68041,False,True,True,True,669.0,70.28,False,3.0,False,normal,Hellersdorf
68065,False,True,True,True,1200.0,68.0,False,2.0,False,normal,Neukölln
68067,False,True,True,True,500.0,24.59,False,1.0,False,normal,Mitte
68103,False,True,False,False,1423.47,98.17,True,3.0,False,normal,Friedrichshain
68124,False,True,True,True,475.13,27.15,True,1.0,False,normal,Treptow
68162,False,False,False,False,690.0,60.0,False,2.0,False,normal,Treptow
68164,False,True,False,False,1580.0,121.4,False,4.0,False,normal,Schöneberg
68179,True,False,False,False,2490.0,144.0,True,5.0,False,normal,Schöneberg
68225,False,False,False,False,905.64,75.47,False,3.0,False,normal,Tiergarten
68227,False,True,True,True,2227.0,131.0,True,3.0,False,normal,Zehlendorf
68287,True,True,True,False,4200.0,176.0,True,5.0,False,normal,Berg_Prenzlauer_Berg
68295,False,True,True,False,1199.0,87.36,True,3.0,True,normal,Pankow
68296,False,False,True,False,700.0,51.03,False,2.0,False,normal,Reinickendorf
68308,False,False,False,False,442.35,29.49,False,1.0,False,normal,Schöneberg
68336,False,False,False,True,660.0,70.0,False,3.0,False,normal,Wedding
68350,False,False,True,True,1000.0,54.49,False,2.0,False,normal,Treptow
68384,False,True,True,True,1780.0,108.0,True,3.0,False,normal,Tiergarten
68394,True,True,True,True,1740.0,85.6,True,2.0,False,normal,Kreuzberg
68437,False,True,False,False,1149.0,92.01,True,3.0,False,normal,Treptow
68457,True,True,True,True,2876.04,159.78,True,4.0,False,normal,Tiergarten
68507,True,True,True,True,1790.0,122.27,True,3.0,False,normal,Charlottenburg
68509,False,True,True,True,1450.0,118.0,True,3.0,False,normal,Mitte
68522,True,True,False,True,1029.58,97.13,True,4.0,False,normal,Köpenick
68542,True,True,True,False,2000.0,120.01,True,3.0,False,normal,Neukölln
68553,False,True,False,False,567.0,54.05,False,2.0,False,normal,Lichtenberg
68569,True,True,True,True,2340.16,131.84,True,4.0,False,normal,Schöneberg
68586,False,True,False,True,557.06,65.46,False,2.0,False,normal,Spandau
68637,False,True,True,False,1247.73,86.05,True,2.0,False,normal,Charlottenburg
68640,False,True,False,False,1085.0,77.5,False,2.0,False,normal,Berg_Prenzlauer_Berg
68648,False,True,False,True,310.0,31.75,True,1.0,False,normal,Marzahn
68653,False,True,False,True,354.14,41.42,False,1.0,False,normal,Spandau
68657,False,True,True,True,1380.0,101.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
68658,False,True,True,False,471.21,33.9,True,1.0,False,normal,Steglitz
68692,False,False,False,True,1100.0,30.0,True,2.0,False,normal,Berg_Prenzlauer_Berg
68703,False,True,True,False,2200.0,105.0,False,2.0,True,normal,Weißensee
68704,False,False,True,True,522.0,50.94,False,2.0,True,normal,Köpenick
68709,False,False,True,False,1150.0,57.39,False,2.0,False,normal,Neukölln
68714,False,True,True,True,1475.6,105.4,True,3.0,True,normal,Friedrichshain
68729,True,True,True,True,1041.0,70.0,True,2.0,True,normal,Tiergarten
68732,False,True,True,True,605.0,59.96,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
68771,False,False,False,False,1300.0,83.73,False,2.0,False,normal,Lichtenberg
68783,False,True,True,True,1500.0,84.0,True,2.0,False,normal,Charlottenburg
68784,False,True,False,True,439.0,35.69,True,1.0,False,normal,Hellersdorf
68795,False,True,False,False,447.44,80.5,False,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
68817,False,True,False,False,710.0,47.34,True,2.0,False,normal,Wilmersdorf
68829,False,True,True,False,1144.0,88.19,False,3.0,True,normal,Köpenick
68848,False,False,True,False,583.0,56.0,False,2.0,False,normal,Pankow
68892,True,True,True,True,1710.0,95.0,True,3.0,False,normal,Neukölln
68924,False,True,False,False,1286.05,75.65,True,2.0,False,normal,Mitte
68972,True,True,True,False,1327.0,115.35,True,3.0,True,normal,Köpenick
68996,False,True,True,True,2999.95,121.0,True,4.0,True,normal,Wilmersdorf
69037,False,True,True,False,1204.0,85.87,False,4.0,False,normal,Spandau
69047,False,False,False,False,629.64,34.98,False,1.0,False,normal,Friedrichshain
69073,False,True,True,True,970.0,50.21,True,2.0,False,normal,Mitte
69113,False,True,True,True,659.0,62.48,True,2.0,True,normal,Lichtenberg
69140,False,True,True,True,685.74,35.94,False,1.0,True,normal,Wedding
69181,True,False,True,True,1400.0,114.31,True,4.0,False,normal,Treptow
69295,False,True,False,False,497.36,68.8,True,3.0,False,normal,Hellersdorf
69301,False,True,True,False,1940.0,97.0,True,4.0,False,normal,Friedrichshain
69336,True,True,True,False,945.0,60.49,True,2.0,True,normal,Treptow
69340,False,False,True,True,801.0,84.33,False,3.0,True,normal,Reinickendorf
69347,False,False,False,False,432.69,70.2,False,2.0,False,normal,Wedding
69349,False,False,True,True,1200.0,54.0,False,2.0,True,normal,Schöneberg
69368,False,False,True,True,970.0,26.13,True,1.0,False,normal,Wilmersdorf
69372,True,True,False,False,773.14,70.93,True,3.0,False,normal,Marzahn
69374,False,True,False,True,2635.0,155.0,False,4.0,False,high,Wilmersdorf
69416,False,True,True,False,4778.53,281.09,True,5.0,True,normal,Mitte
69436,True,True,True,True,1182.16,81.04,True,3.0,False,normal,Lichtenberg
69442,False,True,False,False,547.56,50.7,False,1.5,False,normal,Spandau
69457,False,True,True,False,1300.0,69.56,False,2.0,False,normal,Schöneberg
69459,False,True,False,True,295.56,36.0,True,1.0,False,normal,Marzahn
69461,False,True,True,False,2300.0,140.0,False,4.0,True,normal,Reinickendorf
69464,False,True,True,True,441.8,31.0,False,1.0,False,normal,Wedding
69532,False,True,True,False,1417.0,109.0,False,5.0,True,normal,Steglitz
69536,True,True,True,True,1050.0,80.03,True,3.0,False,normal,Marzahn
69541,False,False,True,True,1150.0,93.0,False,2.5,False,normal,Schöneberg
69547,False,True,True,False,1000.0,63.24,False,2.0,False,normal,Steglitz
69557,False,True,True,True,1350.0,56.0,True,2.0,False,normal,Tiergarten
69559,True,True,True,True,2131.1,122.83,True,4.0,False,normal,Tiergarten
69627,False,True,True,False,970.0,36.0,True,1.0,False,normal,Mitte
69648,False,False,False,False,1271.9,71.0,False,2.0,False,normal,Neukölln
69705,True,True,True,True,1250.0,69.0,True,2.0,True,normal,Wilmersdorf
69712,False,False,True,False,699.98,59.93,False,2.0,False,normal,Treptow
69755,False,True,False,False,950.64,83.75,False,2.0,False,normal,Friedrichshain
69836,False,True,True,True,1670.0,91.0,True,4.0,False,normal,Charlottenburg
69843,False,True,True,False,1300.0,59.0,True,2.0,False,normal,Friedrichshain
69864,True,True,False,True,1500.0,80.27,True,3.0,False,normal,Friedrichshain
69869,False,True,True,False,610.0,9.0,False,1.0,False,normal,Tiergarten
69897,False,True,True,True,1150.0,60.0,True,2.0,True,normal,Mitte
69912,False,True,True,False,438.88,51.24,False,1.5,False,normal,Weißensee
69916,False,True,True,True,2750.0,136.27,True,3.0,False,normal,Charlottenburg
69942,False,False,True,True,1200.0,60.0,False,2.0,True,normal,Wilmersdorf
69967,True,False,True,False,1105.0,34.87,True,1.0,True,normal,Charlottenburg
69980,False,False,False,True,501.0,42.0,False,2.0,False,normal,Weißensee
70023,False,True,True,True,3000.0,178.0,True,4.0,False,normal,Mitte
70042,False,False,True,True,840.0,42.74,False,1.0,False,normal,Friedrichshain
70074,False,True,True,True,900.0,50.53,True,2.5,True,normal,Mitte
70128,False,False,True,False,830.0,26.0,False,1.0,False,normal,Kreuzberg
70150,False,True,True,False,865.0,96.15,True,3.0,False,normal,Marzahn
70210,False,True,True,True,2040.0,125.0,True,3.0,False,normal,Tiergarten
70232,False,True,True,False,1300.0,90.0,False,3.0,False,normal,Köpenick
70287,False,True,False,False,749.0,59.63,False,2.0,False,normal,Pankow
70318,False,True,True,False,1014.4,63.4,True,2.0,True,normal,Treptow
70328,False,True,False,False,1131.0,93.15,False,3.5,False,high,Reinickendorf
70350,False,True,True,True,3290.0,251.0,True,6.0,False,normal,Schöneberg
70419,False,False,False,True,1962.38,156.99,False,4.0,False,normal,Friedrichshain
70421,False,True,False,False,546.99,59.65,False,2.0,False,normal,Marzahn
70438,False,True,False,True,511.44,55.27,True,2.0,False,normal,Spandau
70440,False,True,True,True,813.0,52.45,False,2.0,False,normal,Spandau
70487,True,True,True,False,920.0,71.63,True,2.0,False,normal,Buchholz_Pankow
70491,True,True,True,True,660.0,33.0,True,1.5,True,normal,Treptow
70505,False,True,True,True,920.0,70.0,False,2.0,False,normal,Treptow
70512,False,True,True,True,3500.0,270.0,False,3.0,True,normal,Mitte
70526,False,True,True,True,330.0,35.19,False,1.0,False,normal,Charlottenburg
70551,False,True,True,True,3300.0,110.0,True,3.0,True,normal,Charlottenburg
70566,False,True,False,False,593.77,53.29,False,2.0,False,normal,Reinickendorf
70625,False,True,False,True,517.9,56.85,True,2.0,False,normal,Spandau
70657,False,False,False,False,505.75,68.53,False,2.0,False,normal,Wedding
70674,True,True,True,True,1650.0,90.0,True,3.0,False,normal,Wilmersdorf
70680,False,True,False,False,946.0,86.0,False,3.0,False,normal,Steglitz
70682,False,True,True,False,1450.0,138.94,False,3.0,True,normal,Wilmersdorf
70713,False,True,False,False,659.0,52.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
70786,False,True,False,False,421.65,58.66,False,2.0,False,normal,Weißensee
70799,False,True,True,False,548.09,59.77,False,2.0,False,normal,Weißensee
70859,False,True,False,True,672.98,61.18,False,2.0,True,normal,Pankow
70889,False,True,True,False,2602.32,179.47,True,4.0,False,normal,Mitte
70899,True,True,True,True,1034.0,59.0,True,2.0,False,normal,Tiergarten
70957,False,False,True,True,343.66,45.76,True,2.0,False,normal,Lichtenberg
71000,True,True,True,True,1287.0,96.1,True,3.0,False,normal,Tempelhof
71020,True,True,True,True,1320.0,67.0,True,2.0,True,normal,Friedrichshain
71026,False,False,True,False,820.0,78.0,False,3.0,True,normal,Köpenick
71040,True,True,True,True,1720.0,84.18,True,3.0,False,normal,Wilmersdorf
71051,False,False,True,True,1390.14,94.3,False,3.0,False,normal,Friedrichshain
71054,False,True,True,True,687.0,62.97,False,3.0,True,normal,Tempelhof
71064,False,True,True,False,3250.0,240.0,True,6.0,False,high,Schöneberg
71110,True,True,True,False,10816.0,416.0,True,11.0,True,normal,Steglitz
71120,False,True,True,True,757.0,55.0,False,2.0,False,normal,Zehlendorf
71125,False,False,True,False,483.48,32.0,True,1.0,False,normal,Kreuzberg
71156,False,False,True,False,750.0,51.03,False,2.0,False,normal,Reinickendorf
71180,False,True,True,True,627.0,63.0,True,2.5,False,normal,Wilmersdorf
71262,False,True,False,False,571.9,60.2,False,2.0,False,normal,Schöneberg
71334,False,True,True,True,703.31,71.33,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
71349,False,True,True,True,2240.0,147.5,False,5.5,False,normal,Neukölln
71357,False,True,True,True,2634.0,160.0,True,4.0,False,normal,Wilmersdorf
71392,True,True,True,True,1450.0,72.5,True,3.0,False,normal,Kreuzberg
71460,False,True,True,False,3990.0,190.0,True,5.0,False,normal,Charlottenburg
71467,False,True,True,True,1716.0,100.9,True,3.0,False,normal,Schöneberg
71505,False,True,True,True,640.0,68.0,False,2.0,True,normal,Spandau
71517,False,True,False,False,419.32,58.11,True,2.0,False,normal,Köpenick
71518,False,True,False,True,995.0,98.0,False,4.0,False,normal,Neukölln
71540,False,False,True,True,332.0,30.12,False,1.0,False,normal,Wilmersdorf
71580,False,True,True,True,867.72,61.98,True,2.0,False,normal,Köpenick
71619,True,True,False,False,784.71,78.55,True,3.0,False,normal,Marzahn
71698,False,False,True,True,605.0,86.0,False,2.0,True,normal,Neukölln
71712,False,True,True,True,560.0,51.5,False,2.0,False,normal,Steglitz
71734,False,False,True,False,500.0,30.0,False,1.0,False,normal,Pankow
71752,True,True,True,True,2650.0,122.0,True,4.0,False,normal,Mitte
71760,False,False,True,False,525.0,35.0,False,1.0,False,normal,Wilmersdorf
71795,True,True,True,True,990.0,56.0,True,3.0,True,high,Wedding
71802,False,True,True,True,1281.0,46.57,True,2.0,True,normal,Berg_Prenzlauer_Berg
71846,False,True,True,True,2315.0,140.0,True,3.5,False,normal,Berg_Prenzlauer_Berg
71867,False,False,True,True,1194.0,80.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
71882,False,True,False,True,518.62,54.42,False,1.5,False,normal,Spandau
71895,False,True,True,True,2475.45,165.03,False,5.0,True,high,Zehlendorf
71973,False,True,False,False,291.0,36.8,True,1.0,False,low,Spandau
71976,False,True,True,True,1253.14,89.51,True,3.0,False,normal,Köpenick
72030,False,True,False,True,1950.0,180.0,False,5.0,False,normal,Charlottenburg
72061,False,False,False,True,272.83,32.49,True,1.0,False,normal,Marzahn
72071,False,False,True,False,700.0,65.63,False,2.0,False,normal,Köpenick
72072,True,True,False,False,2244.68,132.04,False,5.0,False,normal,Mitte
72087,True,True,False,False,1205.05,109.55,False,5.0,False,normal,Hohenschönhausen
72109,False,False,False,False,1170.0,45.0,False,2.0,False,normal,Kreuzberg
72131,False,True,False,True,1700.0,132.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
72148,False,True,True,True,916.0,65.44,True,2.0,False,normal,Friedrichshain
72223,False,True,True,True,2100.0,117.0,True,4.0,False,normal,Pankow
72225,False,False,True,False,1050.0,97.0,False,3.0,False,normal,Charlottenburg
72244,False,False,False,False,480.0,42.61,False,1.0,False,normal,Hellersdorf
72317,False,True,True,False,3378.75,198.75,True,5.0,True,normal,Mitte
72318,False,True,False,False,377.47,45.39,False,1.5,False,normal,Spandau
72320,False,True,True,True,3500.0,153.0,True,3.0,True,normal,Wilmersdorf
72343,False,True,False,False,799.0,81.0,False,3.0,False,normal,Neukölln
72387,False,True,True,True,504.0,59.39,True,2.0,False,normal,Spandau
72403,False,False,False,False,1199.0,100.5,False,3.0,False,normal,Reinickendorf
72440,False,True,True,False,1740.4,78.22,True,3.0,False,normal,Friedrichshain
72454,True,True,True,False,1133.65,64.78,True,2.0,False,normal,Tiergarten
72462,False,False,True,False,610.0,54.14,False,2.0,False,normal,Charlottenburg
72469,True,True,True,False,1088.26,65.96,True,2.0,False,normal,Lichtenberg
72471,False,True,True,False,1584.72,88.04,True,4.0,False,normal,Kreuzberg
72513,True,True,True,True,1594.67,98.13,True,3.0,False,normal,Mitte
72519,False,False,False,False,594.0,53.95,False,2.0,False,normal,Lichtenberg
72532,False,True,True,True,1419.75,113.58,False,3.5,False,normal,Reinickendorf
72591,False,False,True,False,885.0,56.0,False,1.0,False,normal,Wilmersdorf
72610,False,True,False,False,342.94,56.22,True,2.0,False,normal,Pankow
72620,False,True,True,True,1150.0,70.0,True,2.0,False,normal,Mitte
72624,False,False,False,True,374.33,32.55,True,1.0,False,normal,Lichtenberg
72658,False,True,True,True,665.08,34.45,True,1.0,False,normal,Treptow
72685,True,True,False,True,635.46,66.89,True,2.0,False,normal,Hellersdorf
72688,False,True,True,True,830.0,66.0,False,2.0,True,normal,Charlottenburg
72715,True,True,True,False,1235.1,82.34,False,2.0,True,normal,Spandau
72731,False,False,True,False,1940.0,132.0,True,3.0,False,normal,Charlottenburg
72739,False,True,True,True,1499.54,108.27,True,4.0,False,normal,Reinickendorf
72772,True,True,True,True,1775.0,80.64,True,3.0,False,normal,Berg_Prenzlauer_Berg
72822,False,False,True,False,3900.0,256.0,True,5.0,False,normal,Charlottenburg
72843,False,True,False,False,352.3,51.0,True,2.0,False,normal,Neukölln
72880,False,True,True,True,1495.0,71.0,True,2.0,False,normal,Mitte
72923,False,True,True,True,1050.0,95.0,False,2.5,False,normal,Pankow
72943,False,True,False,False,413.91,55.0,False,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
72945,False,True,False,False,404.17,57.88,False,2.0,False,normal,Charlottenburg
72953,False,True,True,True,548.0,54.82,False,2.0,True,normal,Köpenick
72997,False,True,False,False,1910.0,79.56,True,2.0,False,normal,Berg_Prenzlauer_Berg
73049,True,True,True,False,1284.36,61.16,True,2.0,False,normal,Friedrichshain
73066,False,True,False,False,780.0,60.0,False,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
73086,False,True,False,False,1885.0,145.0,False,6.0,True,normal,Köpenick
73125,False,True,False,False,1345.2,89.68,False,2.0,False,normal,Friedrichshain
73133,True,True,False,True,391.9,30.81,True,1.0,False,normal,Köpenick
73173,False,True,False,True,599.0,46.06,False,1.5,False,normal,Wedding
73185,True,True,False,True,1550.0,88.0,True,3.0,True,normal,Wilmersdorf
73187,False,False,True,False,638.0,50.0,False,1.0,False,normal,Reinickendorf
73188,False,True,True,True,900.0,40.0,False,1.0,True,normal,Kreuzberg
73192,False,False,True,True,433.5,47.24,False,1.0,False,normal,Köpenick
73208,False,True,True,True,2370.0,170.0,False,5.0,False,normal,Wilmersdorf
73277,True,True,False,True,1227.0,91.19,True,3.0,True,normal,Friedrichshain
73292,False,True,True,False,1452.0,130.0,False,4.0,False,normal,Neukölln
73299,False,True,True,True,1738.38,82.79,True,3.0,False,normal,Kreuzberg
73330,False,True,True,True,1410.0,82.2,True,3.0,False,normal,Kreuzberg
73365,False,True,True,True,539.0,42.28,False,1.5,False,normal,Hellersdorf
73401,False,False,True,True,832.0,52.0,False,2.0,False,normal,Mitte
73448,False,True,False,True,2199.0,143.13,True,3.0,False,normal,Tiergarten
73506,False,True,True,True,1250.0,61.62,True,3.0,False,normal,Kreuzberg
73533,False,True,False,True,517.46,67.37,False,2.5,False,normal,Spandau
73580,False,True,True,True,2200.0,75.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
73614,False,True,False,True,455.95,51.76,False,2.0,False,normal,Hellersdorf
73647,False,True,True,True,749.0,75.25,False,3.0,False,normal,Weißensee
73648,False,True,False,False,345.95,39.87,True,1.0,False,normal,Reinickendorf
73662,False,False,False,True,1138.0,88.0,True,3.0,True,high,Lichtenberg
73736,False,False,False,False,825.0,75.0,False,2.0,False,normal,Köpenick
73753,False,False,True,False,450.0,22.0,False,1.0,False,normal,Tiergarten
73780,False,False,False,False,1470.0,79.45,True,2.0,False,normal,Schöneberg
73789,False,True,True,True,1050.0,63.0,True,2.5,True,normal,Mitte
73790,False,True,False,False,399.03,58.0,True,2.0,False,normal,Neukölln
73795,False,False,False,False,341.0,61.36,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
73802,False,True,True,True,1834.11,126.49,True,4.0,False,normal,Charlottenburg
73829,False,True,True,True,989.0,68.88,False,3.0,False,normal,Tempelhof
73953,False,True,False,True,310.0,31.78,True,1.0,False,normal,Marzahn
73969,False,True,True,True,594.5,59.45,True,2.0,False,normal,Köpenick
73992,False,True,True,True,491.17,46.38,False,1.5,False,normal,Steglitz
74004,False,True,True,True,1615.05,107.67,True,3.0,False,normal,Mitte
74067,False,True,True,True,1854.0,157.0,True,3.0,False,normal,Köpenick
74124,False,True,False,False,1080.58,112.56,False,3.5,False,normal,Köpenick
74149,False,True,True,True,868.0,65.54,False,2.0,True,normal,Weißensee
74194,False,False,True,False,460.0,19.5,True,1.0,False,normal,Wedding
74201,False,False,True,False,699.0,58.6,False,2.0,False,normal,Steglitz
74205,False,True,True,True,480.0,32.0,True,1.0,False,normal,Treptow
74259,False,True,True,False,1000.0,68.0,False,2.0,False,normal,Steglitz
74294,False,False,False,True,595.0,46.0,False,1.5,False,normal,Charlottenburg
74300,False,False,True,False,1975.0,262.0,False,7.5,False,normal,Tempelhof
74301,False,True,False,False,350.0,35.32,False,1.0,False,normal,Tempelhof
74325,False,False,False,False,1166.0,93.8,False,4.0,False,normal,Spandau
74327,False,True,True,True,1368.0,76.0,True,3.0,True,normal,Wilmersdorf
74343,False,False,True,True,1150.0,67.33,True,2.0,False,normal,Friedrichshain
74348,False,True,True,True,796.0,79.6,True,2.0,False,normal,Tempelhof
74354,True,True,True,True,2400.0,150.0,True,4.0,False,normal,Reinickendorf
74390,False,True,True,False,517.38,76.04,False,3.0,False,normal,Wedding
74448,False,True,False,True,688.1,78.64,True,3.0,False,normal,Spandau
74480,False,True,False,False,1100.0,97.42,False,4.0,False,normal,Tempelhof
74500,False,True,True,True,2076.0,151.0,True,3.0,False,normal,Charlottenburg
74536,False,True,True,False,1260.0,72.0,True,2.0,False,normal,Tempelhof
74556,False,True,True,True,850.0,44.7,True,1.0,False,high,Tiergarten
74580,True,True,True,False,1543.19,81.65,True,3.0,False,normal,Tiergarten
74633,False,True,True,True,2300.0,134.0,False,3.0,False,normal,Mitte
74637,False,True,True,True,973.64,95.64,True,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
74706,False,False,False,False,406.0,29.4,False,1.0,False,normal,Wedding
74713,False,True,True,True,1290.0,50.0,True,2.0,False,normal,Mitte
74714,True,True,True,True,3500.0,113.0,False,3.0,False,normal,Charlottenburg
74717,False,True,False,True,937.92,78.16,False,3.0,False,normal,Weißensee
74754,False,False,False,True,449.15,56.91,False,3.0,False,normal,Hellersdorf
74782,True,True,True,True,1710.0,85.5,True,3.0,False,normal,Mitte
74785,True,True,True,True,1790.45,99.0,True,3.0,True,normal,Wilmersdorf
74801,True,True,True,True,906.0,56.57,True,2.0,False,normal,Neukölln
74859,False,False,True,True,1619.0,87.13,True,3.0,False,normal,Mitte
74862,False,True,True,False,799.47,65.8,False,2.0,False,normal,Reinickendorf
74934,True,True,True,True,1096.42,84.34,True,3.0,False,normal,Köpenick
74947,False,True,True,True,1799.0,124.0,True,3.0,False,normal,Kreuzberg
74977,False,True,True,True,1249.0,90.0,True,3.0,False,normal,Charlottenburg
75011,False,True,True,True,751.03,77.07,True,2.5,False,high,Charlottenburg
75016,False,True,True,True,1078.0,83.5,True,3.0,True,normal,Wilmersdorf
75042,False,False,True,True,585.0,65.0,False,2.0,False,normal,Reinickendorf
75056,False,True,False,True,585.57,69.8,True,2.0,True,normal,Tiergarten
75073,False,True,True,True,1349.0,102.89,True,3.0,False,normal,Charlottenburg
75077,False,True,False,False,1086.0,108.57,False,3.0,False,normal,Treptow
75090,False,True,True,True,1249.0,76.0,True,2.0,False,normal,Wilmersdorf
75128,False,True,True,True,690.0,60.0,False,2.0,False,normal,Köpenick
75129,False,True,True,False,980.0,60.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
75160,False,False,True,False,887.41,55.36,False,2.0,False,normal,Lichtenberg
75208,False,False,True,True,1750.0,145.0,False,4.0,False,normal,Steglitz
75209,False,True,False,True,560.63,73.97,False,3.0,False,normal,Pankow
75212,False,False,False,True,608.42,53.7,True,2.0,False,normal,Köpenick
75225,True,True,True,True,1299.0,78.04,True,3.0,True,normal,Wedding
75245,False,True,True,True,1900.0,120.0,True,4.0,True,normal,Wilmersdorf
75252,False,False,True,False,717.0,59.75,False,2.0,False,normal,Friedrichshain
75267,False,True,True,True,2950.0,187.0,True,3.0,False,normal,Wilmersdorf
75367,False,True,False,True,777.5,77.75,False,3.0,False,normal,Spandau
75379,False,True,True,True,950.0,59.64,False,2.0,False,normal,Köpenick
75440,False,False,True,False,1159.84,76.86,True,2.0,False,normal,Charlottenburg
75509,False,False,False,False,580.0,49.36,False,2.0,False,normal,Köpenick
75526,False,True,True,True,1350.0,60.0,True,2.0,False,normal,Charlottenburg
75591,False,True,False,True,520.01,76.36,False,3.0,False,normal,Tempelhof
75613,False,True,True,True,786.2,58.11,True,2.0,False,normal,Friedrichshain
75615,False,True,True,False,3200.0,152.0,True,3.0,False,normal,Charlottenburg
75617,False,True,False,True,425.77,72.62,False,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
75721,False,True,True,True,1100.0,100.34,True,5.0,False,normal,Hohenschönhausen_Hohenschönhausen
75733,False,True,True,True,994.11,77.0,True,3.0,True,normal,Reinickendorf
75736,True,True,False,True,1291.91,114.57,False,5.0,False,normal,Treptow
75761,False,True,False,False,842.0,70.57,False,2.5,False,normal,Neukölln
75851,True,False,True,False,1120.0,65.41,True,2.0,False,normal,Lichtenberg
75855,False,True,False,False,814.23,53.1,False,2.0,False,normal,Lichtenberg
75868,False,False,False,False,900.0,30.0,True,1.0,False,normal,Charlottenburg
75961,False,True,False,False,565.0,62.5,True,2.0,False,normal,Schöneberg
76051,True,True,True,True,1320.0,87.0,False,3.0,False,normal,Tiergarten
76082,False,False,True,False,950.0,110.0,False,3.0,True,normal,Zehlendorf
76104,True,True,False,True,790.0,69.0,True,3.0,True,normal,Treptow
76138,False,True,True,True,2400.0,180.0,True,4.0,True,normal,Zehlendorf
76160,False,False,True,False,775.0,30.63,False,1.0,False,normal,Kreuzberg
76210,False,False,True,False,990.0,33.0,False,1.5,False,normal,Friedrichshain
76215,False,True,True,False,1359.0,75.5,True,3.0,False,normal,Kreuzberg
76223,True,True,True,True,1190.0,86.0,True,3.0,False,normal,Reinickendorf
76228,False,False,False,False,2490.0,90.0,False,4.0,False,normal,Mitte
76314,False,True,False,False,1360.0,129.53,False,4.0,False,normal,Hohenschönhausen
76351,True,False,True,True,1205.0,83.0,True,2.0,True,normal,Köpenick
76452,False,False,True,False,458.0,35.22,False,1.0,False,normal,Tiergarten
76453,False,True,False,False,760.0,88.2,True,3.0,False,normal,Tempelhof
76520,False,True,False,True,312.22,34.35,True,1.0,False,normal,Hellersdorf
76527,False,True,True,False,1220.0,72.0,False,2.0,True,normal,Mitte
76543,False,True,False,True,449.0,33.54,False,1.0,False,normal,Hellersdorf
76567,True,True,False,False,451.1,69.4,True,3.0,False,normal,Marzahn
76582,False,True,True,False,798.0,70.0,False,2.5,False,normal,Spandau
76723,False,True,True,True,940.9,98.73,False,2.5,False,normal,Treptow
