,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
249656,True,True,True,True,945.0,67.5,True,2.0,False,normal,Köpenick
249672,True,True,True,True,1350.0,67.5,True,3.0,False,normal,Kreuzberg
249716,False,True,True,True,1265.7,84.38,True,2.0,False,normal,Charlottenburg
249718,False,False,True,False,1500.0,70.0,False,3.0,False,normal,Charlottenburg
249745,False,False,True,True,1019.46,78.42,False,3.0,False,normal,Weißensee
249761,False,True,False,True,516.3,68.84,False,4.0,False,normal,Hellersdorf
249784,False,False,True,True,1061.0,106.1,False,3.5,True,normal,Spandau
249807,True,True,False,False,791.61,79.24,True,3.0,False,normal,Marzahn
249815,False,True,False,True,1107.08,85.16,True,3.0,False,normal,Charlottenburg
249845,False,True,False,False,1167.0,83.0,True,3.0,False,normal,Neukölln
249950,True,False,True,False,1770.41,90.79,True,3.0,False,normal,Friedrichshain
249961,False,True,True,True,1200.0,78.0,False,3.0,False,normal,Friedrichshain
249983,False,False,False,False,625.37,63.64,False,2.5,False,normal,Spandau
250002,False,True,True,False,579.0,60.0,False,2.0,False,normal,Köpenick
250017,False,False,False,False,712.0,66.36,False,2.0,False,normal,Tiergarten
250040,True,True,True,True,1952.44,104.13,True,4.0,False,normal,Tiergarten
250055,False,False,True,True,950.0,67.85,False,2.0,False,normal,Charlottenburg
250056,True,False,False,False,1250.0,81.0,False,3.0,False,normal,Steglitz
250063,False,True,True,False,1390.0,73.78,True,2.0,False,normal,Mitte
250115,False,False,True,False,1093.0,103.73,False,4.0,False,normal,Köpenick
250119,False,False,False,False,384.53,40.64,False,2.0,True,normal,Köpenick
250139,False,True,False,True,803.4,84.57,True,3.0,False,normal,Spandau
250153,False,False,False,False,547.5,34.2,False,1.0,False,normal,Wedding
250205,False,True,True,True,679.0,70.74,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
250218,False,True,False,True,729.0,71.48,False,3.0,False,normal,Buchholz_Pankow
250231,False,True,False,True,492.66,63.98,False,3.0,False,normal,Hellersdorf
250259,False,False,False,False,790.0,85.0,False,3.0,False,normal,Spandau
250290,False,False,False,False,975.1,69.65,False,2.0,False,normal,Friedrichshain
250313,False,False,False,False,1118.0,111.8,False,4.0,False,normal,Kreuzberg
250353,False,False,False,False,588.0,56.0,False,1.5,False,normal,Tiergarten
250410,False,True,True,False,795.17,61.92,False,2.0,False,normal,Pankow
250419,False,True,True,False,1199.25,95.94,False,4.0,False,normal,Köpenick
250438,False,True,True,False,834.39,66.0,False,2.0,False,normal,Charlottenburg
250452,True,True,False,False,503.1,44.0,False,1.0,False,normal,Lichtenberg
250484,False,True,True,True,2090.0,110.0,True,4.5,False,normal,Steglitz
250500,False,True,True,True,648.48,54.04,False,2.0,True,normal,Lichtenberg
250510,False,True,True,True,3100.0,275.0,True,6.5,False,normal,Charlottenburg
250512,False,True,False,False,899.0,100.0,True,4.0,False,normal,Tempelhof
250530,True,True,True,True,526.11,27.69,True,1.0,False,normal,Lichtenberg
250537,False,False,True,False,549.98,33.7,False,1.0,False,normal,Treptow
250540,False,False,True,False,1785.0,89.23,False,2.0,False,normal,Kreuzberg
250554,True,False,True,False,895.0,30.97,True,1.0,True,normal,Charlottenburg
250557,False,False,True,False,994.39,54.19,True,2.0,False,normal,Mitte
250589,False,True,True,True,550.19,56.43,True,1.5,False,normal,Steglitz
250639,True,True,True,False,1113.0,56.85,False,2.0,True,normal,Tiergarten
250641,False,True,False,False,569.04,58.98,True,2.0,False,normal,Weißensee
250643,False,False,False,False,1400.0,97.0,False,3.0,True,normal,Neukölln
250668,False,True,True,True,1250.0,96.0,False,3.0,False,high,Zehlendorf
250716,True,True,True,False,1103.16,65.16,True,2.0,False,normal,Tiergarten
250853,False,True,False,True,619.5,59.0,False,2.0,False,normal,Wedding
250901,False,False,False,True,650.79,72.15,False,2.0,False,normal,Friedrichshain
250905,True,True,True,True,700.0,35.0,True,1.5,False,normal,Treptow
250933,True,True,True,True,1071.15,57.9,True,2.0,False,normal,Tiergarten
250938,False,False,False,True,549.72,50.9,False,1.5,True,normal,Spandau
250977,False,False,True,True,590.0,38.0,False,1.0,False,normal,Wedding
250992,True,False,True,True,1250.0,80.33,True,2.0,True,normal,Mitte
251015,False,True,False,True,380.0,36.0,True,1.0,False,normal,Charlottenburg
251036,False,True,True,True,556.0,34.75,True,1.0,False,normal,Treptow
251060,False,False,True,True,1589.0,93.0,True,3.0,False,normal,Tiergarten
251111,False,True,True,True,1625.0,78.27,True,3.0,False,normal,Mitte
251120,False,True,True,True,569.0,49.37,True,1.5,False,normal,Buchholz_Pankow
251147,False,True,False,True,1399.0,100.8,False,3.0,False,normal,Schöneberg
251160,False,True,True,True,5446.0,303.0,True,4.0,False,normal,Mitte
251165,False,True,True,False,671.38,53.71,True,2.0,True,normal,Weißensee
251166,False,True,True,True,1625.75,65.03,False,2.0,False,normal,Wilmersdorf
251206,False,True,True,False,1400.0,86.63,True,2.0,False,normal,Kreuzberg
251207,False,False,False,False,1312.91,123.91,False,4.0,False,normal,Steglitz
251216,True,True,True,True,815.0,62.71,True,2.0,True,normal,Marzahn
251233,False,True,False,True,757.53,71.94,False,2.0,False,normal,Pankow
251276,False,True,False,False,599.0,91.96,True,4.0,False,normal,Reinickendorf
251291,False,True,False,False,651.72,75.87,False,2.5,False,normal,Spandau
251303,False,True,True,False,1300.0,97.0,False,3.0,False,normal,Neukölln
251313,False,True,False,False,1265.0,87.59,False,3.0,False,normal,Reinickendorf
251315,False,True,True,True,2999.0,142.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
251340,False,False,True,True,650.0,38.32,False,1.0,True,normal,Reinickendorf
251385,True,True,True,False,600.0,46.27,True,2.0,False,normal,Buchholz_Pankow
251401,True,True,True,True,1980.0,108.0,True,3.0,False,normal,Tiergarten
251417,False,False,True,True,720.0,34.0,False,1.0,True,high,Charlottenburg
251419,False,True,True,True,995.0,85.0,False,3.0,True,normal,Pankow
251471,False,True,True,True,920.0,84.0,False,3.0,False,normal,Pankow
251472,False,False,False,False,1352.0,92.0,True,2.0,False,normal,Charlottenburg
251509,False,False,True,False,815.0,64.49,False,2.0,False,normal,Reinickendorf
251515,False,False,True,False,455.0,19.5,True,1.0,False,normal,Wedding
251529,False,False,True,False,1499.0,115.0,False,4.0,False,normal,Friedrichshain
251537,True,True,True,True,1142.0,70.0,True,3.0,False,normal,Tiergarten
251553,False,True,True,True,631.0,87.0,False,3.0,False,high,Spandau
251566,True,True,False,True,675.48,68.23,True,2.0,False,normal,Hellersdorf
251613,False,True,True,False,470.0,39.11,False,1.0,False,normal,Köpenick
251620,False,True,False,False,440.0,49.0,False,2.0,False,normal,Charlottenburg
251650,True,True,False,True,610.0,60.0,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
251671,False,True,True,False,1239.75,55.1,False,2.0,False,normal,Friedrichshain
251681,False,False,False,False,575.0,38.21,False,1.0,False,normal,Pankow
251703,False,False,False,True,747.0,67.9,False,2.0,False,normal,Berg_Prenzlauer_Berg
251745,False,True,False,False,630.0,47.37,False,2.0,False,normal,Steglitz
251772,True,True,True,True,1984.0,128.0,True,4.0,True,normal,Lichtenberg
251795,False,False,True,True,534.0,48.0,False,2.0,False,normal,Weißensee
251815,False,False,False,False,1218.61,79.44,True,3.0,False,normal,Mitte
251833,False,True,True,True,800.0,40.0,False,1.0,False,normal,Spandau
251867,False,True,True,False,1550.0,111.0,False,3.0,False,normal,Friedrichshain
251994,False,True,False,False,1160.0,58.0,False,2.0,False,normal,Steglitz
252019,False,False,False,False,500.0,50.0,False,1.0,False,normal,Neukölln
252065,False,True,True,True,1300.0,72.0,False,2.5,False,normal,Wilmersdorf
252068,False,False,False,True,991.0,90.02,False,3.0,False,normal,Berg_Prenzlauer_Berg
252081,False,True,False,False,1450.0,102.0,False,4.0,False,normal,Friedrichshain
252084,False,True,True,True,3900.0,124.0,True,3.0,False,normal,Tiergarten
252132,False,True,True,True,1599.0,56.0,True,2.0,False,normal,Mitte
252181,False,True,True,True,2175.0,145.0,False,4.0,True,normal,Spandau
252218,False,True,True,True,678.4,68.0,False,3.0,False,normal,Hellersdorf
252272,False,True,False,True,599.0,44.54,True,1.5,False,normal,Buchholz_Pankow
252290,False,False,True,True,575.0,38.0,False,1.0,False,normal,Charlottenburg
252296,False,False,False,False,559.75,74.98,True,3.0,False,normal,Marzahn
252327,True,True,True,True,2354.85,100.42,True,3.0,False,normal,Schöneberg
252337,False,False,False,True,509.0,99.8,False,5.0,False,normal,Marzahn
252340,False,True,True,False,750.0,60.72,True,2.0,True,normal,Köpenick
252360,False,True,True,False,1350.0,85.0,False,3.0,False,normal,Friedrichshain
252366,True,True,True,False,440.0,19.57,True,1.0,False,normal,Schöneberg
252449,False,True,True,True,3800.0,195.0,True,4.0,False,normal,Tiergarten
252461,False,True,False,True,780.0,56.5,False,2.0,True,normal,Pankow
252466,False,True,True,True,549.0,66.1,False,2.0,False,normal,Weißensee
252469,False,True,True,True,3000.0,226.0,True,5.0,True,normal,Schöneberg
252506,True,True,True,True,1150.0,77.04,True,3.0,False,normal,Spandau
252569,False,True,True,True,1385.0,175.0,True,4.0,False,normal,Wedding
252606,False,True,True,True,747.6,62.3,False,2.0,False,normal,Köpenick
252607,True,True,False,True,724.0,48.3,True,2.0,False,normal,Treptow
252637,False,True,False,False,349.0,41.0,True,1.0,False,normal,Reinickendorf
252638,True,True,True,True,1045.0,58.0,False,2.0,False,normal,Tiergarten
252639,False,True,True,True,614.43,68.27,False,2.0,False,normal,Köpenick
252667,False,True,True,False,737.38,52.67,False,2.0,False,normal,Treptow
252700,False,False,True,False,1471.1,108.97,False,3.0,False,normal,Friedrichshain
252701,False,True,True,False,1100.0,64.0,False,2.0,False,normal,Charlottenburg
252708,False,True,False,False,619.0,91.0,False,3.0,False,normal,Reinickendorf
252737,False,False,True,True,496.61,39.32,False,1.0,False,normal,Lichtenberg
252850,True,True,False,True,682.46,67.61,False,2.0,True,normal,Treptow
252858,False,True,True,True,805.35,70.0,False,2.0,False,normal,Zehlendorf
252881,False,True,True,False,1046.0,61.54,False,2.0,False,normal,Mitte
253008,False,False,True,True,790.0,56.35,False,2.0,False,normal,Charlottenburg
253036,False,True,True,False,1914.15,141.18,False,4.0,False,normal,Charlottenburg
253044,False,True,False,False,1258.24,78.64,False,2.0,False,normal,Friedrichshain
253058,False,True,False,True,611.57,90.39,False,4.0,False,normal,Spandau
253073,False,True,False,False,800.0,62.0,False,2.0,True,normal,Reinickendorf
253142,False,True,True,True,5449.62,273.85,True,5.0,True,normal,Wilmersdorf
253155,False,True,False,True,600.0,109.0,False,2.0,True,normal,Tempelhof
253160,True,True,True,True,1980.0,115.0,True,4.0,False,normal,Tiergarten
253201,False,False,False,True,652.0,46.8,False,2.0,False,normal,Friedrichshain
253279,False,True,True,False,1200.0,80.0,False,2.0,False,normal,Mitte
253300,False,False,False,False,302.05,38.39,True,1.0,False,normal,Spandau
253331,False,True,True,True,1750.0,83.16,True,3.0,False,normal,Mitte
253332,False,False,False,False,563.08,70.0,True,2.0,False,normal,Charlottenburg
253388,False,False,False,False,650.0,69.0,False,3.0,False,normal,Lichtenberg
253461,False,True,False,False,416.0,68.14,True,3.0,False,normal,Marzahn
253487,True,True,False,True,1155.0,100.0,True,3.0,False,normal,Lichtenberg
253661,True,True,False,True,511.98,48.76,True,2.0,False,normal,Köpenick
253718,False,True,False,False,1866.26,109.78,True,4.0,False,normal,Mitte
253721,False,False,True,True,1250.0,85.0,False,2.0,False,normal,Mitte
253725,False,True,True,True,2000.0,157.0,True,3.0,False,normal,Köpenick
253742,False,True,False,False,899.0,70.0,False,3.0,False,normal,Kreuzberg
253750,False,True,True,True,570.0,53.77,False,2.0,False,normal,Steglitz
253823,False,False,False,True,766.08,63.84,False,2.0,False,normal,Friedrichshain
253891,False,True,True,False,1284.36,61.16,True,2.0,False,normal,Friedrichshain
253911,False,True,False,False,500.0,59.16,False,2.0,False,normal,Spandau
253929,False,True,False,False,468.94,56.5,False,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
253954,True,True,True,True,849.29,36.14,True,1.5,False,normal,Schöneberg
253956,False,False,False,False,1054.0,84.32,True,3.0,False,normal,Tiergarten
254064,False,True,False,False,658.0,58.41,False,2.0,False,normal,Friedrichshain
254111,False,True,True,False,2446.0,122.3,False,3.0,False,normal,Mitte
254127,False,True,False,True,1427.25,111.33,True,3.0,False,normal,Schöneberg
254150,True,True,True,False,1406.68,61.16,True,2.0,False,normal,Friedrichshain
254196,False,True,True,True,961.38,53.41,False,2.0,False,normal,Wedding
254236,False,True,False,True,543.89,57.8,False,2.0,False,normal,Reinickendorf
254243,False,True,True,True,1446.0,90.4,True,2.5,False,normal,Wilmersdorf
254255,True,True,True,True,913.0,61.0,True,2.0,False,normal,Tiergarten
254313,False,True,False,True,462.26,51.05,False,2.0,False,normal,Reinickendorf
254349,False,False,False,False,423.0,33.68,False,1.0,False,normal,Friedrichshain
254390,False,False,True,True,730.0,87.13,True,2.0,False,normal,Spandau
254412,False,True,True,True,1300.0,92.85,True,3.5,False,normal,Steglitz
254419,False,True,True,False,1105.0,64.0,False,2.0,False,normal,Neukölln
254423,False,True,True,True,648.0,49.87,False,1.0,False,high,Reinickendorf
254464,False,True,True,False,1500.0,75.0,True,3.0,False,normal,Mitte
254469,True,True,False,True,1400.0,91.92,False,4.0,False,normal,Steglitz
254489,False,True,True,False,950.0,98.0,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
254501,False,True,True,False,1515.0,151.0,True,5.0,True,normal,Reinickendorf
254512,False,True,True,False,910.0,117.8,False,3.0,True,normal,Spandau
254528,False,False,True,False,550.0,45.25,False,1.0,False,normal,Steglitz
254543,False,True,True,True,605.0,59.96,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
254556,False,True,False,True,353.6,32.48,True,1.0,False,normal,Spandau
254592,False,True,True,False,837.0,72.77,True,2.0,False,normal,Weißensee
254594,False,False,False,False,787.8,52.52,False,2.0,False,normal,Friedrichshain
254601,False,True,True,True,649.0,47.0,True,1.5,True,normal,Lichtenberg
254615,False,False,False,False,1040.0,80.0,True,2.0,False,normal,Kreuzberg
254655,False,True,False,True,541.75,56.36,False,2.0,False,normal,Tempelhof
254668,False,False,True,False,921.0,43.21,True,1.0,False,normal,Tiergarten
254683,False,True,True,False,780.0,17.0,False,1.0,False,normal,Tiergarten
254706,False,False,False,False,451.23,56.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
254709,False,False,True,True,1420.0,78.0,True,3.0,False,normal,Kreuzberg
254739,False,True,True,False,1040.0,52.0,False,2.0,True,normal,Zehlendorf
254747,False,True,True,True,1790.0,103.0,False,3.0,False,normal,Mitte
254753,False,False,True,False,1100.0,61.22,False,2.0,False,normal,Friedrichshain
254758,False,False,True,False,1877.67,118.84,True,5.0,False,normal,Mitte
254791,False,False,True,False,1090.0,65.0,False,2.0,False,normal,Kreuzberg
254794,False,False,True,True,813.05,69.0,False,2.0,False,normal,Pankow
254815,False,False,False,True,713.39,65.48,True,2.0,False,normal,Schöneberg
254834,False,True,False,False,1632.0,136.0,False,5.0,False,normal,Tiergarten
254881,False,False,True,True,705.0,72.0,False,2.0,False,normal,Köpenick
254885,False,False,False,False,579.0,87.0,True,3.0,False,low,Spandau
254896,False,True,False,False,649.0,80.0,False,2.0,False,normal,Spandau
254930,False,True,False,True,999.0,90.89,True,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
254944,False,False,True,False,1099.0,65.85,False,3.0,False,normal,Wilmersdorf
254945,False,True,False,False,756.69,102.2,False,3.5,False,normal,Wedding
254951,False,True,True,False,765.0,61.19,False,2.0,False,normal,Treptow
254967,False,True,False,False,592.32,80.0,False,2.0,False,normal,Spandau
254974,False,False,False,False,564.83,50.58,False,2.0,False,normal,Reinickendorf
254987,False,True,True,True,2740.0,137.0,True,3.0,False,normal,Charlottenburg
254989,False,True,True,False,850.0,72.37,False,2.0,False,normal,Köpenick
255005,False,False,True,False,485.0,21.0,True,1.0,True,normal,Weißensee
255011,False,False,False,False,599.0,55.25,False,2.0,False,normal,Reinickendorf
255029,False,True,True,False,893.0,83.47,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
255034,False,True,False,True,629.0,68.54,True,3.0,False,normal,Hellersdorf
255070,False,True,False,False,1256.0,114.15,False,4.0,False,normal,Tiergarten
255080,True,True,True,True,1484.8,92.8,True,3.0,False,normal,Neukölln
255175,True,True,False,True,1960.78,115.34,True,4.0,False,normal,Mitte
255222,False,True,True,False,1075.48,76.8,False,3.0,False,normal,Treptow
255282,True,True,True,False,901.0,28.9,False,1.0,True,normal,Tiergarten
255298,False,False,True,False,1050.0,70.12,False,3.0,False,normal,Friedrichshain
255337,False,False,True,True,998.0,66.51,False,2.0,False,normal,Berg_Prenzlauer_Berg
255343,False,True,True,True,950.0,96.03,False,4.0,True,normal,Hellersdorf
255344,False,True,True,True,1740.0,72.42,True,2.0,False,normal,Mitte
255360,False,True,True,False,1185.0,119.28,False,4.0,False,normal,Pankow
255380,False,False,True,False,1400.0,96.92,False,2.0,False,normal,Neukölln
255414,False,True,False,True,365.0,34.65,True,1.0,False,normal,Hellersdorf
255427,True,True,True,True,2575.0,103.0,True,3.0,True,normal,Friedrichshain
255470,False,True,False,False,1522.0,76.09,True,3.0,False,normal,Berg_Prenzlauer_Berg
255498,False,True,True,True,526.02,31.88,True,1.0,False,normal,Treptow
255515,False,True,True,True,1248.0,96.0,False,3.0,False,normal,Tiergarten
255552,False,False,False,False,1300.0,162.0,False,5.0,False,normal,Reinickendorf
255565,False,True,True,True,663.0,68.82,False,2.0,True,normal,Steglitz
255653,False,True,False,True,522.95,51.21,True,2.0,False,normal,Spandau
255682,False,False,True,False,799.64,57.24,False,2.0,False,normal,Köpenick
255693,False,True,True,True,1470.0,80.13,False,3.0,True,normal,Steglitz
255782,False,False,False,False,1352.0,92.0,True,2.0,False,normal,Charlottenburg
255786,False,True,True,True,2400.0,135.0,False,3.0,False,normal,Kreuzberg
255818,False,True,False,False,899.0,74.9,True,2.0,False,normal,Wedding
255823,False,False,False,True,599.45,63.97,False,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
255834,False,True,True,False,6174.0,420.0,True,10.0,False,normal,Charlottenburg
255837,False,True,True,False,684.0,47.13,True,1.0,False,normal,Wilmersdorf
255848,False,True,True,True,2970.0,110.03,True,3.0,False,normal,Wilmersdorf
255922,False,True,False,False,757.44,63.12,False,2.5,False,normal,Reinickendorf
255932,False,True,False,True,927.92,66.28,False,2.5,False,normal,Steglitz
256008,False,True,True,True,2200.0,220.0,False,7.0,True,normal,Neukölln
256044,False,True,True,True,2100.0,110.0,True,3.0,False,normal,Mitte
256058,False,True,True,False,1148.0,88.29,False,2.0,False,normal,Friedrichshain
256081,True,True,True,True,1140.0,87.0,False,3.0,True,normal,Reinickendorf
256096,False,False,True,True,1210.0,75.0,False,3.0,False,normal,Charlottenburg
256130,True,True,True,False,1450.0,55.0,True,2.0,False,normal,Wilmersdorf
256176,False,True,False,False,423.0,58.6,True,1.1,False,normal,Spandau
256221,False,False,False,False,1586.0,122.0,False,3.0,False,normal,Zehlendorf
256223,False,True,True,False,616.63,49.33,False,2.0,True,normal,Weißensee
256236,False,True,True,False,775.0,55.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
256250,False,False,True,True,688.0,33.0,False,1.0,False,normal,Berg_Prenzlauer_Berg
256266,False,True,False,True,470.55,57.95,False,2.0,False,normal,Spandau
256318,False,True,False,True,507.0,50.22,True,2.0,False,normal,Köpenick
256326,False,True,True,True,569.0,49.59,False,1.5,False,normal,Buchholz_Pankow
256330,False,False,False,False,1587.0,122.08,False,5.0,False,normal,Wedding
256347,False,True,False,True,599.27,64.23,True,2.0,False,normal,Pankow
256419,True,True,True,True,1064.8,66.55,True,2.0,False,normal,Neukölln
256428,False,True,False,True,1000.0,55.29,False,2.0,False,normal,Mitte
256440,False,True,True,True,1180.0,58.0,True,2.0,True,normal,Mitte
256443,False,True,False,False,719.0,85.0,True,3.0,False,normal,Tempelhof
256450,False,True,True,True,699.0,84.77,True,3.0,False,normal,Hellersdorf
256515,True,True,True,True,1799.0,107.15,True,4.0,True,normal,Tiergarten
256532,True,True,False,True,1963.16,115.48,True,4.0,False,normal,Mitte
256548,False,True,True,False,668.0,76.0,True,3.0,False,normal,Neukölln
256556,False,True,False,False,559.0,56.0,False,2.0,False,normal,Reinickendorf
256598,True,True,True,True,1307.0,87.0,True,3.0,False,normal,Tiergarten
256607,False,True,True,True,406.25,25.0,True,1.0,False,normal,Köpenick
256633,False,True,False,True,1740.0,139.18,True,3.0,True,normal,Köpenick
256664,False,True,False,False,501.19,74.85,True,3.0,False,normal,Marzahn
256725,True,True,False,True,1904.0,112.0,True,4.0,False,normal,Charlottenburg
256734,False,True,False,False,590.98,59.76,False,2.0,False,normal,Köpenick
256737,False,True,True,False,770.0,81.0,False,3.0,False,normal,Lichtenberg
256807,True,True,False,False,725.0,64.24,False,2.0,False,normal,Lichtenberg
256808,True,True,True,False,1249.0,62.64,True,2.0,False,normal,Steglitz
256833,False,True,True,True,1591.29,86.71,True,4.0,False,normal,Mitte
256889,False,False,True,True,330.0,46.0,False,1.5,False,normal,Wedding
256892,False,True,True,True,760.0,80.0,True,3.0,True,normal,Hohenschönhausen_Hohenschönhausen
256927,False,True,True,True,1579.0,102.89,True,3.0,False,normal,Charlottenburg
256951,False,False,False,False,599.0,60.0,False,2.0,False,normal,Köpenick
256972,False,True,True,True,2363.0,172.64,True,5.0,False,normal,Wilmersdorf
256977,False,True,True,False,962.68,71.31,False,2.0,False,normal,Köpenick
256981,False,True,True,True,903.63,69.51,True,3.0,False,normal,Schöneberg
256999,False,True,True,True,616.5,49.32,True,2.0,False,normal,Reinickendorf
257022,False,True,True,True,2505.75,66.82,True,2.0,False,normal,Zehlendorf
257037,False,True,True,True,2690.0,128.0,False,4.0,False,normal,Wilmersdorf
257039,False,True,True,True,3450.0,188.0,True,3.0,True,normal,Wilmersdorf
257042,False,False,False,False,951.0,98.55,False,3.0,False,normal,Tiergarten
257047,False,True,True,False,1200.0,64.0,True,2.0,False,normal,Mitte
257089,False,True,True,True,3400.0,125.0,True,5.0,False,normal,Berg_Prenzlauer_Berg
257104,False,False,False,False,540.0,60.47,False,2.0,False,normal,Steglitz
257106,False,False,False,True,1305.0,87.0,False,2.0,False,normal,Kreuzberg
257139,False,False,False,False,1250.0,106.0,False,3.0,True,normal,Steglitz
257149,False,True,False,True,579.41,70.28,True,3.0,False,normal,Hellersdorf
257150,False,True,False,False,2499.0,207.0,True,5.0,False,normal,Berg_Prenzlauer_Berg
257179,False,True,True,True,721.02,75.01,False,2.0,False,normal,Steglitz
257224,False,False,False,True,1115.0,111.09,False,4.0,False,normal,Köpenick
257229,False,True,False,True,660.0,60.57,True,2.0,False,normal,Steglitz
257283,False,True,True,True,2000.0,126.0,True,4.0,False,normal,Wilmersdorf
257373,False,True,False,True,1440.0,92.02,True,3.0,False,normal,Wilmersdorf
257377,False,True,False,False,431.8,58.32,False,2.0,False,normal,Wedding
257420,False,True,True,True,569.0,54.5,False,3.0,False,normal,Hellersdorf
257442,False,True,True,True,660.0,32.0,False,1.0,False,normal,Charlottenburg
257448,False,False,True,True,509.86,45.19,False,1.0,False,normal,Zehlendorf
257489,False,False,True,False,1823.1,121.54,False,4.0,False,normal,Schöneberg
257524,True,True,True,True,700.0,53.0,False,2.0,True,normal,Weißensee
257589,False,True,False,True,1360.0,120.0,False,3.5,False,normal,Weißensee
257591,False,False,False,False,824.87,65.51,False,2.0,False,normal,Wilmersdorf
257616,False,True,True,True,877.34,88.98,False,3.0,False,normal,Köpenick
257644,False,True,True,True,660.08,65.86,True,2.0,False,normal,Köpenick
257663,True,True,True,False,1498.5,111.0,True,4.0,True,normal,Wedding
257671,True,True,False,True,890.0,80.94,True,3.0,False,normal,Marzahn
257684,True,True,True,False,710.88,59.24,True,2.0,False,normal,Köpenick
257721,False,True,True,True,980.0,70.0,True,3.0,True,normal,Steglitz
257729,False,True,True,False,1000.0,78.0,True,2.0,False,normal,Charlottenburg
257756,False,True,False,False,2300.0,180.0,False,3.0,False,normal,Schöneberg
257801,False,True,False,True,500.0,21.0,True,1.0,True,high,Wedding
257802,False,True,True,True,1950.0,122.0,True,3.5,False,normal,Charlottenburg
257886,False,True,False,True,493.96,68.73,True,3.0,False,normal,Marzahn
257915,False,True,True,True,2240.0,140.0,True,4.0,False,normal,Mitte
257982,False,True,True,True,1650.0,113.0,False,3.0,False,normal,Tempelhof
258006,False,False,False,False,495.0,45.0,False,2.0,False,normal,Köpenick
258020,True,False,True,False,683.14,41.37,True,1.0,False,normal,Treptow
258052,True,True,True,True,2131.64,85.3,True,3.0,True,normal,Tiergarten
258059,True,True,True,True,2340.16,131.85,True,4.0,False,normal,Schöneberg
258060,False,True,True,True,2700.0,76.0,True,2.0,False,normal,Mitte
258080,False,False,False,True,799.0,79.81,True,2.0,False,normal,Hellersdorf
258126,False,True,False,False,1301.0,47.28,True,2.0,False,normal,Berg_Prenzlauer_Berg
258153,False,True,False,False,403.9,60.0,True,2.0,False,normal,Neukölln
258161,False,False,False,False,1200.0,115.0,False,4.0,True,normal,Tempelhof
258181,False,True,True,True,1471.16,92.12,True,3.0,False,normal,Mitte
258195,False,False,True,True,1495.0,87.13,True,3.0,False,normal,Mitte
258213,False,False,True,False,869.0,60.22,False,2.0,False,normal,Friedrichshain
258231,False,True,False,False,469.0,63.0,True,2.0,False,normal,Reinickendorf
258265,False,True,True,True,729.0,71.2,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
258297,False,True,True,True,799.0,72.56,True,3.0,False,normal,Hellersdorf
258312,False,True,False,True,409.22,56.9,True,1.0,False,normal,Neukölln
258334,False,True,True,True,1370.0,71.0,False,2.0,True,normal,Weißensee
258356,False,True,True,False,3000.0,135.68,False,2.0,True,normal,Berg_Prenzlauer_Berg
258368,False,False,False,False,659.0,56.2,False,1.0,False,normal,Charlottenburg
258372,False,True,True,True,2200.0,124.0,True,3.0,False,high,Wilmersdorf
258380,False,True,True,True,450.0,51.0,False,2.0,False,normal,Zehlendorf
258384,False,True,True,False,1912.54,136.61,False,4.0,False,normal,Charlottenburg
258410,False,False,True,False,1000.0,44.0,False,2.0,False,normal,Kreuzberg
258421,False,True,True,True,492.0,48.81,False,1.5,False,normal,Hellersdorf
258434,False,False,False,False,600.0,62.0,False,2.0,False,normal,Wedding
258483,False,False,False,False,1772.0,108.0,False,1.0,False,normal,Berg_Prenzlauer_Berg
258484,False,False,False,False,635.96,32.2,False,1.0,False,normal,Köpenick
258495,False,True,False,True,754.55,59.46,True,2.0,False,normal,Kreuzberg
258510,True,True,False,True,1455.0,103.99,True,4.0,False,normal,Steglitz
258531,True,True,True,False,960.0,71.63,True,2.0,False,normal,Buchholz_Pankow
258540,False,False,False,False,362.14,48.61,False,2.0,False,normal,Charlottenburg
258555,False,False,True,True,1300.0,90.0,False,3.0,True,normal,Reinickendorf
258560,False,True,False,False,563.3,74.04,True,2.5,False,normal,Spandau
258578,True,True,True,False,1629.0,108.57,True,3.0,False,normal,Neukölln
258591,False,True,True,True,1123.5,107.6,False,4.0,False,normal,Reinickendorf
258600,True,True,True,True,1550.0,120.29,True,3.0,False,normal,Köpenick
258685,False,True,True,False,1876.0,134.0,True,5.0,False,normal,Schöneberg
258773,False,False,False,True,350.74,33.93,True,1.0,False,normal,Marzahn
258794,False,False,False,False,1050.0,70.0,False,2.0,False,normal,Spandau
258826,False,False,True,True,1750.0,105.97,True,3.0,False,normal,Tiergarten
258827,True,True,True,True,1310.46,71.61,True,2.0,False,normal,Tiergarten
